Date,Crop,Price_per_Ton_EGP
2025-02-17,Sugar Beet (بنجر السكر),2458.7
2025-02-18,Sugar Beet (بنجر السكر),2488.35
2025-02-19,Sugar Beet (بنجر السكر),2501.33
2025-02-20,Sugar Beet (بنجر السكر),2498.24
2025-02-21,Sugar Beet (بنجر السكر),2466.39
2025-02-22,Sugar Beet (بنجر السكر),2528.65
2025-02-23,Sugar Beet (بنجر السكر),2509.87
2025-02-24,Sugar Beet (بنجر السكر),2533.83
2025-02-25,Sugar Beet (بنجر السكر),2569.73
2025-02-26,Sugar Beet (بنجر السكر),2557.23
2025-02-27,Sugar Beet (بنجر السكر),2592.57
2025-02-28,Sugar Beet (بنجر السكر),2619.74
2025-03-01,Sugar Beet (بنجر السكر),2675.88
2025-03-02,Sugar Beet (بنجر السكر),2666.13
2025-03-03,Sugar Beet (بنجر السكر),2631.94
2025-03-04,Sugar Beet (بنجر السكر),2621.19
2025-03-05,Sugar Beet (بنجر السكر),2631.92
2025-03-06,Sugar Beet (بنجر السكر),2638.16
2025-03-07,Sugar Beet (بنجر السكر),2630.9
2025-03-08,Sugar Beet (بنجر السكر),2578.19
2025-03-09,Sugar Beet (بنجر السكر),2596.91
2025-03-10,Sugar Beet (بنجر السكر),2660.72
2025-03-11,Sugar Beet (بنجر السكر),2679.31
2025-03-12,Sugar Beet (بنجر السكر),2702.29
2025-03-13,Sugar Beet (بنجر السكر),2724.19
2025-03-14,Sugar Beet (بنجر السكر),2740.86
2025-03-15,Sugar Beet (بنجر السكر),2773.59
2025-03-16,Sugar Beet (بنجر السكر),2790.25
2025-03-17,Sugar Beet (بنجر السكر),2785.7
2025-03-18,Sugar Beet (بنجر السكر),2766.67
2025-03-19,Sugar Beet (بنجر السكر),2764.07
2025-03-20,Sugar Beet (بنجر السكر),2778.39
2025-03-21,Sugar Beet (بنجر السكر),2773.81
2025-03-22,Sugar Beet (بنجر السكر),2788.16
2025-03-23,Sugar Beet (بنجر السكر),2806.27
2025-03-24,Sugar Beet (بنجر السكر),2836.22
2025-03-25,Sugar Beet (بنجر السكر),2879.66
2025-03-26,Sugar Beet (بنجر السكر),2886.98
2025-03-27,Sugar Beet (بنجر السكر),2852.72
2025-03-28,Sugar Beet (بنجر السكر),2847.36
2025-03-29,Sugar Beet (بنجر السكر),2853.67
2025-03-30,Sugar Beet (بنجر السكر),2803.59
2025-03-31,Sugar Beet (بنجر السكر),2850.25
2025-04-01,Sugar Beet (بنجر السكر),2859.52
2025-04-02,Sugar Beet (بنجر السكر),2875.96
2025-04-03,Sugar Beet (بنجر السكر),2921.93
2025-04-04,Sugar Beet (بنجر السكر),2908.02
2025-04-05,Sugar Beet (بنجر السكر),2930.23
2025-04-06,Sugar Beet (بنجر السكر),2931.92
2025-04-07,Sugar Beet (بنجر السكر),2931.37
2025-04-08,Sugar Beet (بنجر السكر),2913.17
2025-04-09,Sugar Beet (بنجر السكر),2968.09
2025-04-10,Sugar Beet (بنجر السكر),2961.77
2025-04-11,Sugar Beet (بنجر السكر),2987.68
2025-04-12,Sugar Beet (بنجر السكر),2936.35
2025-04-13,Sugar Beet (بنجر السكر),2976.65
2025-04-14,Sugar Beet (بنجر السكر),3013.09
2025-04-15,Sugar Beet (بنجر السكر),3020.88
2025-04-16,Sugar Beet (بنجر السكر),3018.91
2025-04-17,Sugar Beet (بنجر السكر),3035.73
2025-04-18,Sugar Beet (بنجر السكر),3109.18
2025-04-19,Sugar Beet (بنجر السكر),3061.05
2025-04-20,Sugar Beet (بنجر السكر),3089.26
2025-04-21,Sugar Beet (بنجر السكر),3066.62
2025-04-22,Sugar Beet (بنجر السكر),3070.71
2025-04-23,Sugar Beet (بنجر السكر),3067.93
2025-04-24,Sugar Beet (بنجر السكر),3059.7
2025-04-25,Sugar Beet (بنجر السكر),3063.97
2025-04-26,Sugar Beet (بنجر السكر),3034.5
2025-04-27,Sugar Beet (بنجر السكر),3069.89
2025-04-28,Sugar Beet (بنجر السكر),3020.55
2025-04-29,Sugar Beet (بنجر السكر),3041.18
2025-04-30,Sugar Beet (بنجر السكر),3035.78
2025-05-01,Sugar Beet (بنجر السكر),3005.01
2025-05-02,Sugar Beet (بنجر السكر),3015.4
2025-05-03,Sugar Beet (بنجر السكر),2972.97
2025-05-04,Sugar Beet (بنجر السكر),2978.38
2025-05-05,Sugar Beet (بنجر السكر),2939.88
2025-05-06,Sugar Beet (بنجر السكر),2957.85
2025-05-07,Sugar Beet (بنجر السكر),2934.2
2025-05-08,Sugar Beet (بنجر السكر),2924.7
2025-05-09,Sugar Beet (بنجر السكر),2937.5
2025-05-10,Sugar Beet (بنجر السكر),2918.25
2025-05-11,Sugar Beet (بنجر السكر),2920.39
2025-05-12,Sugar Beet (بنجر السكر),2878.79
2025-05-13,Sugar Beet (بنجر السكر),2901.48
2025-05-14,Sugar Beet (بنجر السكر),2958.14
2025-05-15,Sugar Beet (بنجر السكر),3045.55
2025-05-16,Sugar Beet (بنجر السكر),3051.87
2025-05-17,Sugar Beet (بنجر السكر),3079.05
2025-05-18,Sugar Beet (بنجر السكر),3029.09
2025-05-19,Sugar Beet (بنجر السكر),3077.58
2025-05-20,Sugar Beet (بنجر السكر),3104.21
2025-05-21,Sugar Beet (بنجر السكر),3092.97
2025-05-22,Sugar Beet (بنجر السكر),3133.29
2025-05-23,Sugar Beet (بنجر السكر),3128.8
2025-05-24,Sugar Beet (بنجر السكر),3118.14
2025-05-25,Sugar Beet (بنجر السكر),3135.4
2025-05-26,Sugar Beet (بنجر السكر),3106.44
2025-05-27,Sugar Beet (بنجر السكر),3139.96
2025-05-28,Sugar Beet (بنجر السكر),3111.08
2025-05-29,Sugar Beet (بنجر السكر),3082.3
2025-05-30,Sugar Beet (بنجر السكر),3057.67
2025-05-31,Sugar Beet (بنجر السكر),3083.03
2025-06-01,Sugar Beet (بنجر السكر),3067.03
2025-06-02,Sugar Beet (بنجر السكر),3029.03
2025-06-03,Sugar Beet (بنجر السكر),3013.21
2025-06-04,Sugar Beet (بنجر السكر),3014.53
2025-06-05,Sugar Beet (بنجر السكر),2981.3
2025-06-06,Sugar Beet (بنجر السكر),2948.88
2025-06-07,Sugar Beet (بنجر السكر),3014.26
2025-06-08,Sugar Beet (بنجر السكر),2990.41
2025-06-09,Sugar Beet (بنجر السكر),2982.61
2025-06-10,Sugar Beet (بنجر السكر),2973.4
2025-06-11,Sugar Beet (بنجر السكر),2962.49
2025-06-12,Sugar Beet (بنجر السكر),2982.78
2025-06-13,Sugar Beet (بنجر السكر),3012.79
2025-06-14,Sugar Beet (بنجر السكر),3005.09
2025-06-15,Sugar Beet (بنجر السكر),2969.4
2025-06-16,Sugar Beet (بنجر السكر),3008.95
2025-06-17,Sugar Beet (بنجر السكر),3007.33
2025-06-18,Sugar Beet (بنجر السكر),3060.39
2025-06-19,Sugar Beet (بنجر السكر),2994.09
2025-06-20,Sugar Beet (بنجر السكر),3000.93
2025-06-21,Sugar Beet (بنجر السكر),3059.39
2025-06-22,Sugar Beet (بنجر السكر),3049.61
2025-06-23,Sugar Beet (بنجر السكر),3043.57
2025-06-24,Sugar Beet (بنجر السكر),3053.08
2025-06-25,Sugar Beet (بنجر السكر),3036.87
2025-06-26,Sugar Beet (بنجر السكر),3027.98
2025-06-27,Sugar Beet (بنجر السكر),3018.24
2025-06-28,Sugar Beet (بنجر السكر),2999.71
2025-06-29,Sugar Beet (بنجر السكر),3036.8
2025-06-30,Sugar Beet (بنجر السكر),3050.76
2025-07-01,Sugar Beet (بنجر السكر),3058.32
2025-07-02,Sugar Beet (بنجر السكر),3082.53
2025-07-03,Sugar Beet (بنجر السكر),3074.47
2025-07-04,Sugar Beet (بنجر السكر),3051.03
2025-07-05,Sugar Beet (بنجر السكر),3032.65
2025-07-06,Sugar Beet (بنجر السكر),3032.32
2025-07-07,Sugar Beet (بنجر السكر),3000.07
2025-07-08,Sugar Beet (بنجر السكر),2984.5
2025-07-09,Sugar Beet (بنجر السكر),2968.38
2025-07-10,Sugar Beet (بنجر السكر),3031.38
2025-07-11,Sugar Beet (بنجر السكر),2947.36
2025-07-12,Sugar Beet (بنجر السكر),2941.07
2025-07-13,Sugar Beet (بنجر السكر),2991.86
2025-07-14,Sugar Beet (بنجر السكر),2994.44
2025-07-15,Sugar Beet (بنجر السكر),3015.89
2025-07-16,Sugar Beet (بنجر السكر),3017.65
2025-07-17,Sugar Beet (بنجر السكر),2996.32
2025-07-18,Sugar Beet (بنجر السكر),2927.66
2025-07-19,Sugar Beet (بنجر السكر),2932.34
2025-07-20,Sugar Beet (بنجر السكر),2907.5
2025-07-21,Sugar Beet (بنجر السكر),2881.85
2025-07-22,Sugar Beet (بنجر السكر),2865.15
2025-07-23,Sugar Beet (بنجر السكر),2915.69
2025-07-24,Sugar Beet (بنجر السكر),2985.94
2025-07-25,Sugar Beet (بنجر السكر),2990.49
2025-07-26,Sugar Beet (بنجر السكر),2974.5
2025-07-27,Sugar Beet (بنجر السكر),2937.06
2025-07-28,Sugar Beet (بنجر السكر),2948.91
2025-07-29,Sugar Beet (بنجر السكر),3000.12
2025-07-30,Sugar Beet (بنجر السكر),2990.34
2025-07-31,Sugar Beet (بنجر السكر),2916.54
2025-08-01,Sugar Beet (بنجر السكر),2934.14
2025-08-02,Sugar Beet (بنجر السكر),2961.12
2025-08-03,Sugar Beet (بنجر السكر),2910.89
2025-08-04,Sugar Beet (بنجر السكر),2913.46
2025-08-05,Sugar Beet (بنجر السكر),2924.2
2025-08-06,Sugar Beet (بنجر السكر),2919.14
2025-08-07,Sugar Beet (بنجر السكر),2892.47
2025-08-08,Sugar Beet (بنجر السكر),2919.94
2025-08-09,Sugar Beet (بنجر السكر),2904.77
2025-08-10,Sugar Beet (بنجر السكر),2857.07
2025-08-11,Sugar Beet (بنجر السكر),2792.37
2025-08-12,Sugar Beet (بنجر السكر),2826.92
2025-08-13,Sugar Beet (بنجر السكر),2842.08
2025-08-14,Sugar Beet (بنجر السكر),2841.32
2025-08-15,Sugar Beet (بنجر السكر),2824.64
2025-08-16,Sugar Beet (بنجر السكر),2805.24
2025-08-17,Sugar Beet (بنجر السكر),2769.38
2025-08-18,Sugar Beet (بنجر السكر),2752.79
2025-08-19,Sugar Beet (بنجر السكر),2685.48
2025-08-20,Sugar Beet (بنجر السكر),2659.64
2025-08-21,Sugar Beet (بنجر السكر),2646.49
2025-08-22,Sugar Beet (بنجر السكر),2660.91
2025-08-23,Sugar Beet (بنجر السكر),2655.79
2025-08-24,Sugar Beet (بنجر السكر),2675.65
2025-08-25,Sugar Beet (بنجر السكر),2712.09
2025-08-26,Sugar Beet (بنجر السكر),2739.76
2025-08-27,Sugar Beet (بنجر السكر),2749.74
2025-08-28,Sugar Beet (بنجر السكر),2745.92
2025-08-29,Sugar Beet (بنجر السكر),2712.27
2025-08-30,Sugar Beet (بنجر السكر),2730.19
2025-08-31,Sugar Beet (بنجر السكر),2776.27
2025-09-01,Sugar Beet (بنجر السكر),2782.18
2025-09-02,Sugar Beet (بنجر السكر),2835.29
2025-09-03,Sugar Beet (بنجر السكر),2785.09
2025-09-04,Sugar Beet (بنجر السكر),2745.98
2025-09-05,Sugar Beet (بنجر السكر),2767.12
2025-09-06,Sugar Beet (بنجر السكر),2770.5
2025-09-07,Sugar Beet (بنجر السكر),2805.32
2025-09-08,Sugar Beet (بنجر السكر),2800.24
2025-09-09,Sugar Beet (بنجر السكر),2769.54
2025-09-10,Sugar Beet (بنجر السكر),2758.45
2025-09-11,Sugar Beet (بنجر السكر),2707.76
2025-09-12,Sugar Beet (بنجر السكر),2669.16
2025-09-13,Sugar Beet (بنجر السكر),2693.56
2025-09-14,Sugar Beet (بنجر السكر),2714.95
2025-09-15,Sugar Beet (بنجر السكر),2721.03
2025-09-16,Sugar Beet (بنجر السكر),2664.55
2025-09-17,Sugar Beet (بنجر السكر),2648.94
2025-09-18,Sugar Beet (بنجر السكر),2607.31
2025-09-19,Sugar Beet (بنجر السكر),2637.71
2025-09-20,Sugar Beet (بنجر السكر),2615.28
2025-09-21,Sugar Beet (بنجر السكر),2577.78
2025-09-22,Sugar Beet (بنجر السكر),2573.73
2025-09-23,Sugar Beet (بنجر السكر),2549.57
2025-09-24,Sugar Beet (بنجر السكر),2589.12
2025-09-25,Sugar Beet (بنجر السكر),2562.1
2025-09-26,Sugar Beet (بنجر السكر),2515.14
2025-09-27,Sugar Beet (بنجر السكر),2445.56
2025-09-28,Sugar Beet (بنجر السكر),2439.64
2025-09-29,Sugar Beet (بنجر السكر),2417.79
2025-09-30,Sugar Beet (بنجر السكر),2369.92
2025-10-01,Sugar Beet (بنجر السكر),2400.6
2025-10-02,Sugar Beet (بنجر السكر),2415.61
2025-10-03,Sugar Beet (بنجر السكر),2409.77
2025-10-04,Sugar Beet (بنجر السكر),2445.71
2025-10-05,Sugar Beet (بنجر السكر),2460.6
2025-10-06,Sugar Beet (بنجر السكر),2430.93
2025-10-07,Sugar Beet (بنجر السكر),2394.79
2025-10-08,Sugar Beet (بنجر السكر),2414.36
2025-10-09,Sugar Beet (بنجر السكر),2421.31
2025-10-10,Sugar Beet (بنجر السكر),2421.46
2025-10-11,Sugar Beet (بنجر السكر),2391.14
2025-10-12,Sugar Beet (بنجر السكر),2404.48
2025-10-13,Sugar Beet (بنجر السكر),2376.92
2025-10-14,Sugar Beet (بنجر السكر),2368.99
2025-10-15,Sugar Beet (بنجر السكر),2407.55
2025-10-16,Sugar Beet (بنجر السكر),2382.9
2025-10-17,Sugar Beet (بنجر السكر),2330.9
2025-10-18,Sugar Beet (بنجر السكر),2294.54
2025-10-19,Sugar Beet (بنجر السكر),2319.62
2025-10-20,Sugar Beet (بنجر السكر),2322.53
2025-10-21,Sugar Beet (بنجر السكر),2313.96
2025-10-22,Sugar Beet (بنجر السكر),2294.02
2025-10-23,Sugar Beet (بنجر السكر),2303.95
2025-10-24,Sugar Beet (بنجر السكر),2273.87
2025-10-25,Sugar Beet (بنجر السكر),2278.47
2025-10-26,Sugar Beet (بنجر السكر),2251.99
2025-10-27,Sugar Beet (بنجر السكر),2220.57
2025-10-28,Sugar Beet (بنجر السكر),2196.98
2025-10-29,Sugar Beet (بنجر السكر),2181.3
2025-10-30,Sugar Beet (بنجر السكر),2175.45
2025-10-31,Sugar Beet (بنجر السكر),2178.18
2025-11-01,Sugar Beet (بنجر السكر),2063.24
2025-11-02,Sugar Beet (بنجر السكر),2034.76
2025-11-03,Sugar Beet (بنجر السكر),2018.81
2025-11-04,Sugar Beet (بنجر السكر),2059.8
2025-11-05,Sugar Beet (بنجر السكر),2023.3
2025-11-06,Sugar Beet (بنجر السكر),2024.12
2025-11-07,Sugar Beet (بنجر السكر),2064.97
2025-11-08,Sugar Beet (بنجر السكر),2021.62
2025-11-09,Sugar Beet (بنجر السكر),2029.54
2025-11-10,Sugar Beet (بنجر السكر),2001.63
2025-11-11,Sugar Beet (بنجر السكر),1982.69
2025-11-12,Sugar Beet (بنجر السكر),1954.87
2025-11-13,Sugar Beet (بنجر السكر),1929.23
2025-11-14,Sugar Beet (بنجر السكر),2007.27
2025-11-15,Sugar Beet (بنجر السكر),2029.05
2025-11-16,Sugar Beet (بنجر السكر),2058.6
2025-11-17,Sugar Beet (بنجر السكر),2069.93
2025-11-18,Sugar Beet (بنجر السكر),2018.37
2025-11-19,Sugar Beet (بنجر السكر),2026.91
2025-11-20,Sugar Beet (بنجر السكر),2055.85
2025-11-21,Sugar Beet (بنجر السكر),2027.07
2025-11-22,Sugar Beet (بنجر السكر),2052.92
2025-11-23,Sugar Beet (بنجر السكر),2071.01
2025-11-24,Sugar Beet (بنجر السكر),2123.6
2025-11-25,Sugar Beet (بنجر السكر),2108.16
2025-11-26,Sugar Beet (بنجر السكر),2072.4
2025-11-27,Sugar Beet (بنجر السكر),2058.79
2025-11-28,Sugar Beet (بنجر السكر),2099.17
2025-11-29,Sugar Beet (بنجر السكر),2041.7
2025-11-30,Sugar Beet (بنجر السكر),1977.1
2025-12-01,Sugar Beet (بنجر السكر),1977.31
2025-12-02,Sugar Beet (بنجر السكر),1961.64
2025-12-03,Sugar Beet (بنجر السكر),1959.56
2025-12-04,Sugar Beet (بنجر السكر),1985.68
2025-12-05,Sugar Beet (بنجر السكر),1966.93
2025-12-06,Sugar Beet (بنجر السكر),1908.66
2025-12-07,Sugar Beet (بنجر السكر),1967.99
2025-12-08,Sugar Beet (بنجر السكر),1936.14
2025-12-09,Sugar Beet (بنجر السكر),1902.52
2025-12-10,Sugar Beet (بنجر السكر),1933.86
2025-12-11,Sugar Beet (بنجر السكر),1920.64
2025-12-12,Sugar Beet (بنجر السكر),1917.13
2025-12-13,Sugar Beet (بنجر السكر),1930.09
2025-12-14,Sugar Beet (بنجر السكر),1961.16
2025-12-15,Sugar Beet (بنجر السكر),1949.79
2025-12-16,Sugar Beet (بنجر السكر),1994.12
2025-12-17,Sugar Beet (بنجر السكر),1928.85
2025-12-18,Sugar Beet (بنجر السكر),1950.53
2025-12-19,Sugar Beet (بنجر السكر),1924.32
2025-12-20,Sugar Beet (بنجر السكر),1964.55
2025-12-21,Sugar Beet (بنجر السكر),1967.95
2025-12-22,Sugar Beet (بنجر السكر),1946.99
2025-12-23,Sugar Beet (بنجر السكر),1966.19
2025-12-24,Sugar Beet (بنجر السكر),1992.39
2025-12-25,Sugar Beet (بنجر السكر),2011.13
2025-12-26,Sugar Beet (بنجر السكر),1979.81
2025-12-27,Sugar Beet (بنجر السكر),1964.94
2025-12-28,Sugar Beet (بنجر السكر),1964.56
2025-12-29,Sugar Beet (بنجر السكر),1963.15
2025-12-30,Sugar Beet (بنجر السكر),1985.56
2025-12-31,Sugar Beet (بنجر السكر),1925.11
2023-01-01,Cotton (قطن),15050.58
2023-01-02,Cotton (قطن),15007.94
2023-01-03,Cotton (قطن),14883.46
2023-01-04,Cotton (قطن),14773.81
2023-01-05,Cotton (قطن),14743.77
2023-01-06,Cotton (قطن),14206.19
2023-01-07,Cotton (قطن),14104.0
2023-01-08,Cotton (قطن),13976.06
2023-01-09,Cotton (قطن),14059.84
2023-01-10,Cotton (قطن),13943.29
2023-01-11,Cotton (قطن),13915.73
2023-01-12,Cotton (قطن),14152.2
2023-01-13,Cotton (قطن),14306.9
2023-01-14,Cotton (قطن),14448.2
2023-01-15,Cotton (قطن),14379.61
2023-01-16,Cotton (قطن),14467.86
2023-01-17,Cotton (قطن),14439.99
2023-01-18,Cotton (قطن),14418.2
2023-01-19,Cotton (قطن),14487.68
2023-01-20,Cotton (قطن),14406.57
2023-01-21,Cotton (قطن),14639.36
2023-01-22,Cotton (قطن),14624.59
2023-01-23,Cotton (قطن),14726.98
2023-01-24,Cotton (قطن),14955.36
2023-01-25,Cotton (قطن),15120.54
2023-01-26,Cotton (قطن),14920.02
2023-01-27,Cotton (قطن),14997.96
2023-01-28,Cotton (قطن),15137.16
2023-01-29,Cotton (قطن),15282.9
2023-01-30,Cotton (قطن),15128.25
2023-01-31,Cotton (قطن),15042.42
2023-02-01,Cotton (قطن),15204.68
2023-02-02,Cotton (قطن),15103.87
2023-02-03,Cotton (قطن),15072.73
2023-02-04,Cotton (قطن),15323.28
2023-02-05,Cotton (قطن),15330.63
2023-02-06,Cotton (قطن),15236.48
2023-02-07,Cotton (قطن),15120.05
2023-02-08,Cotton (قطن),15185.51
2023-02-09,Cotton (قطن),15001.42
2023-02-10,Cotton (قطن),14980.54
2023-02-11,Cotton (قطن),15047.06
2023-02-12,Cotton (قطن),15258.79
2023-02-13,Cotton (قطن),15376.1
2023-02-14,Cotton (قطن),15286.48
2023-02-15,Cotton (قطن),15481.03
2023-02-16,Cotton (قطن),15454.2
2023-02-17,Cotton (قطن),15287.23
2023-02-18,Cotton (قطن),15280.1
2023-02-19,Cotton (قطن),15514.78
2023-02-20,Cotton (قطن),15558.8
2023-02-21,Cotton (قطن),15580.19
2023-02-22,Cotton (قطن),15845.54
2023-02-23,Cotton (قطن),15650.87
2023-02-24,Cotton (قطن),15478.32
2023-02-25,Cotton (قطن),15256.48
2023-02-26,Cotton (قطن),15333.16
2023-02-27,Cotton (قطن),15379.15
2023-02-28,Cotton (قطن),15631.8
2023-03-01,Cotton (قطن),15689.79
2023-03-02,Cotton (قطن),15650.86
2023-03-03,Cotton (قطن),15673.02
2023-03-04,Cotton (قطن),15712.78
2023-03-05,Cotton (قطن),15484.32
2023-03-06,Cotton (قطن),15913.36
2023-03-07,Cotton (قطن),16014.01
2023-03-08,Cotton (قطن),16068.37
2023-03-09,Cotton (قطن),16183.67
2023-03-10,Cotton (قطن),16313.27
2023-03-11,Cotton (قطن),16315.53
2023-03-12,Cotton (قطن),16244.34
2023-03-13,Cotton (قطن),16357.9
2023-03-14,Cotton (قطن),16439.53
2023-03-15,Cotton (قطن),16341.95
2023-03-16,Cotton (قطن),16578.84
2023-03-17,Cotton (قطن),16646.98
2023-03-18,Cotton (قطن),16780.71
2023-03-19,Cotton (قطن),17013.85
2023-03-20,Cotton (قطن),17041.58
2023-03-21,Cotton (قطن),17113.65
2023-03-22,Cotton (قطن),17259.77
2023-03-23,Cotton (قطن),17175.72
2023-03-24,Cotton (قطن),17208.58
2023-03-25,Cotton (قطن),17252.22
2023-03-26,Cotton (قطن),17133.66
2023-03-27,Cotton (قطن),17506.21
2023-03-28,Cotton (قطن),17320.05
2023-03-29,Cotton (قطن),17150.29
2023-03-30,Cotton (قطن),17372.41
2023-03-31,Cotton (قطن),17504.39
2023-04-01,Cotton (قطن),17375.5
2023-04-02,Cotton (قطن),17491.59
2023-04-03,Cotton (قطن),17736.75
2023-04-04,Cotton (قطن),17757.19
2023-04-05,Cotton (قطن),18171.96
2023-04-06,Cotton (قطن),17938.26
2023-04-07,Cotton (قطن),18067.22
2023-04-08,Cotton (قطن),18267.03
2023-04-09,Cotton (قطن),18425.51
2023-04-10,Cotton (قطن),18419.57
2023-04-11,Cotton (قطن),18400.65
2023-04-12,Cotton (قطن),18491.85
2023-04-13,Cotton (قطن),18638.7
2023-04-14,Cotton (قطن),18753.47
2023-04-15,Cotton (قطن),18933.78
2023-04-16,Cotton (قطن),18805.15
2023-04-17,Cotton (قطن),18795.07
2023-04-18,Cotton (قطن),18678.04
2023-04-19,Cotton (قطن),18643.96
2023-04-20,Cotton (قطن),18819.95
2023-04-21,Cotton (قطن),18859.72
2023-04-22,Cotton (قطن),19274.17
2023-04-23,Cotton (قطن),19326.45
2023-04-24,Cotton (قطن),19358.51
2023-04-25,Cotton (قطن),19397.38
2023-04-26,Cotton (قطن),19324.47
2023-04-27,Cotton (قطن),19338.38
2023-04-28,Cotton (قطن),19529.95
2023-04-29,Cotton (قطن),19569.24
2023-04-30,Cotton (قطن),19472.22
2023-05-01,Cotton (قطن),19355.25
2023-05-02,Cotton (قطن),19309.3
2023-05-03,Cotton (قطن),19341.74
2023-05-04,Cotton (قطن),19541.91
2023-05-05,Cotton (قطن),19361.73
2023-05-06,Cotton (قطن),19334.42
2023-05-07,Cotton (قطن),19376.48
2023-05-08,Cotton (قطن),19121.58
2023-05-09,Cotton (قطن),19016.45
2023-05-10,Cotton (قطن),18934.11
2023-05-11,Cotton (قطن),18834.08
2023-05-12,Cotton (قطن),18881.96
2023-05-13,Cotton (قطن),18876.7
2023-05-14,Cotton (قطن),18811.94
2023-05-15,Cotton (قطن),18894.37
2023-05-16,Cotton (قطن),19170.77
2023-05-17,Cotton (قطن),19434.3
2023-05-18,Cotton (قطن),19163.22
2023-05-19,Cotton (قطن),19266.8
2023-05-20,Cotton (قطن),19256.79
2023-05-21,Cotton (قطن),19296.45
2023-05-22,Cotton (قطن),19252.76
2023-05-23,Cotton (قطن),19286.11
2023-05-24,Cotton (قطن),19324.21
2023-05-25,Cotton (قطن),19252.4
2023-05-26,Cotton (قطن),19132.64
2023-05-27,Cotton (قطن),19079.68
2023-05-28,Cotton (قطن),19128.81
2023-05-29,Cotton (قطن),19232.29
2023-05-30,Cotton (قطن),19373.56
2023-05-31,Cotton (قطن),19312.34
2023-06-01,Cotton (قطن),19367.44
2023-06-02,Cotton (قطن),19523.98
2023-06-03,Cotton (قطن),19710.59
2023-06-04,Cotton (قطن),19713.17
2023-06-05,Cotton (قطن),19691.04
2023-06-06,Cotton (قطن),19730.33
2023-06-07,Cotton (قطن),19568.11
2023-06-08,Cotton (قطن),19548.91
2023-06-09,Cotton (قطن),19670.04
2023-06-10,Cotton (قطن),19775.38
2023-06-11,Cotton (قطن),19743.48
2023-06-12,Cotton (قطن),19784.37
2023-06-13,Cotton (قطن),19668.5
2023-06-14,Cotton (قطن),19781.44
2023-06-15,Cotton (قطن),19776.77
2023-06-16,Cotton (قطن),19741.97
2023-06-17,Cotton (قطن),19693.89
2023-06-18,Cotton (قطن),19690.21
2023-06-19,Cotton (قطن),19628.37
2023-06-20,Cotton (قطن),19732.01
2023-06-21,Cotton (قطن),19677.21
2023-06-22,Cotton (قطن),19920.22
2023-06-23,Cotton (قطن),20143.65
2023-06-24,Cotton (قطن),20013.14
2023-06-25,Cotton (قطن),20026.38
2023-06-26,Cotton (قطن),19931.15
2023-06-27,Cotton (قطن),19884.09
2023-06-28,Cotton (قطن),20185.96
2023-06-29,Cotton (قطن),20140.9
2023-06-30,Cotton (قطن),20195.58
2023-07-01,Cotton (قطن),20276.99
2023-07-02,Cotton (قطن),20126.68
2023-07-03,Cotton (قطن),19997.77
2023-07-04,Cotton (قطن),19815.79
2023-07-05,Cotton (قطن),19681.39
2023-07-06,Cotton (قطن),19251.95
2023-07-07,Cotton (قطن),19331.27
2023-07-08,Cotton (قطن),19636.61
2023-07-09,Cotton (قطن),19655.57
2023-07-10,Cotton (قطن),19439.48
2023-07-11,Cotton (قطن),19338.99
2023-07-12,Cotton (قطن),19265.67
2023-07-13,Cotton (قطن),19108.11
2023-07-14,Cotton (قطن),19231.8
2023-07-15,Cotton (قطن),19347.58
2023-07-16,Cotton (قطن),19168.09
2023-07-17,Cotton (قطن),19270.26
2023-07-18,Cotton (قطن),19492.28
2023-07-19,Cotton (قطن),19770.24
2023-07-20,Cotton (قطن),20192.2
2023-07-21,Cotton (قطن),20048.66
2023-07-22,Cotton (قطن),20463.66
2023-07-23,Cotton (قطن),20401.48
2023-07-24,Cotton (قطن),20303.17
2023-07-25,Cotton (قطن),20342.39
2023-07-26,Cotton (قطن),20244.85
2023-07-27,Cotton (قطن),20294.08
2023-07-28,Cotton (قطن),20085.06
2023-07-29,Cotton (قطن),20037.85
2023-07-30,Cotton (قطن),20218.9
2023-07-31,Cotton (قطن),20198.19
2023-08-01,Cotton (قطن),20206.9
2023-08-02,Cotton (قطن),20265.28
2023-08-03,Cotton (قطن),20427.61
2023-08-04,Cotton (قطن),20165.7
2023-08-05,Cotton (قطن),20239.39
2023-08-06,Cotton (قطن),20184.82
2023-08-07,Cotton (قطن),20195.12
2023-08-08,Cotton (قطن),20339.08
2023-08-09,Cotton (قطن),20144.57
2023-08-10,Cotton (قطن),19976.95
2023-08-11,Cotton (قطن),19670.58
2023-08-12,Cotton (قطن),19571.83
2023-08-13,Cotton (قطن),19754.69
2023-08-14,Cotton (قطن),19719.59
2023-08-15,Cotton (قطن),19501.24
2023-08-16,Cotton (قطن),19410.75
2023-08-17,Cotton (قطن),19169.62
2023-08-18,Cotton (قطن),18982.61
2023-08-19,Cotton (قطن),19022.4
2023-08-20,Cotton (قطن),18827.5
2023-08-21,Cotton (قطن),18975.3
2023-08-22,Cotton (قطن),18945.26
2023-08-23,Cotton (قطن),18938.46
2023-08-24,Cotton (قطن),18876.8
2023-08-25,Cotton (قطن),18972.56
2023-08-26,Cotton (قطن),19069.62
2023-08-27,Cotton (قطن),19099.22
2023-08-28,Cotton (قطن),19163.04
2023-08-29,Cotton (قطن),19110.1
